tanggal,kecamatan,tps_id,area_type,volume_ton,tahun,bulan,kuartal,area_enc,kecamatan_enc,tps_id_enc,vol_lag1,vol_lag3,vol_ma3
2024-06-01,Astanaanyar,TPS_ASTA_2,semi urban,517.62,2024,6,2,1,3,10,447.84,478.57,504.05333333333334
2024-07-01,Astanaanyar,TPS_ASTA_2,semi urban,430.67,2024,7,3,1,3,10,517.62,546.7,465.3766666666667
2024-08-01,Astanaanyar,TPS_ASTA_2,semi urban,448.36,2024,8,3,1,3,10,430.67,447.84,465.55
2024-09-01,Astanaanyar,TPS_ASTA_2,semi urban,454.61,2024,9,3,1,3,10,448.36,517.62,444.5466666666667
2024-10-01,Astanaanyar,TPS_ASTA_2,semi urban,422.66,2024,10,4,1,3,10,454.61,430.67,441.8766666666667
2024-11-01,Astanaanyar,TPS_ASTA_2,semi urban,502.63,2024,11,4,1,3,10,422.66,448.36,459.9666666666667
2024-12-01,Astanaanyar,TPS_ASTA_2,semi urban,472.27,2024,12,4,1,3,10,502.63,454.61,465.8533333333333
2025-01-01,Astanaanyar,TPS_ASTA_2,semi urban,482.67,2025,1,1,1,3,10,472.27,422.66,485.8566666666666
2025-02-01,Astanaanyar,TPS_ASTA_2,semi urban,437.05,2025,2,1,1,3,10,482.67,502.63,463.99666666666667
2025-03-01,Astanaanyar,TPS_ASTA_2,semi urban,478.02,2025,3,1,1,3,10,437.05,472.27,465.91333333333336
2025-04-01,Astanaanyar,TPS_ASTA_2,semi urban,472.22,2025,4,2,1,3,10,478.02,482.67,462.43
2025-05-01,Astanaanyar,TPS_ASTA_2,semi urban,443.49,2025,5,2,1,3,10,472.22,437.05,464.57666666666665
2025-06-01,Astanaanyar,TPS_ASTA_2,semi urban,410.82,2025,6,2,1,3,10,443.49,478.02,442.1766666666667
2025-07-01,Astanaanyar,TPS_ASTA_2,semi urban,421.63,2025,7,3,1,3,10,410.82,472.22,425.31333333333333
2025-08-01,Astanaanyar,TPS_ASTA_2,semi urban,388.77,2025,8,3,1,3,10,421.63,443.49,407.0733333333333
2025-09-01,Astanaanyar,TPS_ASTA_2,semi urban,432.3,2025,9,3,1,3,10,388.77,410.82,414.23333333333335
2025-10-01,Astanaanyar,TPS_ASTA_2,semi urban,398.64,2025,10,4,1,3,10,432.3,421.63,406.57
2025-11-01,Astanaanyar,TPS_ASTA_2,semi urban,399.79,2025,11,4,1,3,10,398.64,388.77,410.24333333333334
2025-12-01,Astanaanyar,TPS_ASTA_2,semi urban,433.83,2025,12,4,1,3,10,399.79,432.3,410.75333333333333
2026-01-01,Astanaanyar,TPS_ASTA_2,semi urban,415.58,2026,1,1,1,3,10,433.83,398.64,416.40000000000003
2026-02-01,Astanaanyar,TPS_ASTA_2,semi urban,461.32,2026,2,1,1,3,10,415.58,399.79,436.91
2026-03-01,Astanaanyar,TPS_ASTA_2,semi urban,468.78,2026,3,1,1,3,10,461.32,433.83,448.55999999999995
2026-04-01,Astanaanyar,TPS_ASTA_2,semi urban,464.63,2026,4,2,1,3,10,468.78,415.58,464.91
2026-05-01,Astanaanyar,TPS_ASTA_2,semi urban,442.6,2026,5,2,1,3,10,464.63,461.32,458.67
2017-04-01,Astanaanyar,TPS_ASTA_3,semi urban,452.85,2017,4,2,1,3,11,390.46,386.06,420.07666666666665
2017-05-01,Astanaanyar,TPS_ASTA_3,semi urban,424.32,2017,5,2,1,3,11,452.85,416.92,422.54333333333335
2017-06-01,Astanaanyar,TPS_ASTA_3,semi urban,419.66,2017,6,2,1,3,11,424.32,390.46,432.27666666666664
2017-07-01,Astanaanyar,TPS_ASTA_3,semi urban,424.07,2017,7,3,1,3,11,419.66,452.85,422.6833333333334
2017-08-01,Astanaanyar,TPS_ASTA_3,semi urban,350.15,2017,8,3,1,3,11,424.07,424.32,397.96000000000004
2017-09-01,Astanaanyar,TPS_ASTA_3,semi urban,360.99,2017,9,3,1,3,11,350.15,419.66,378.40333333333336
2017-10-01,Astanaanyar,TPS_ASTA_3,semi urban,401.87,2017,10,4,1,3,11,360.99,424.07,371.00333333333333
2017-11-01,Astanaanyar,TPS_ASTA_3,semi urban,393.08,2017,11,4,1,3,11,401.87,350.15,385.31333333333333
2017-12-01,Astanaanyar,TPS_ASTA_3,semi urban,367.97,2017,12,4,1,3,11,393.08,360.99,387.64000000000004
2018-01-01,Astanaanyar,TPS_ASTA_3,semi urban,471.17,2018,1,1,1,3,11,367.97,401.87,410.74
2018-02-01,Astanaanyar,TPS_ASTA_3,semi urban,392.52,2018,2,1,1,3,11,471.17,393.08,410.55333333333334
2018-03-01,Astanaanyar,TPS_ASTA_3,semi urban,429.39,2018,3,1,1,3,11,392.52,367.97,431.02666666666664
2018-04-01,Astanaanyar,TPS_ASTA_3,semi urban,431.24,2018,4,2,1,3,11,429.39,471.17,417.7166666666667
2018-05-01,Astanaanyar,TPS_ASTA_3,semi urban,390.71,2018,5,2,1,3,11,431.24,392.52,417.1133333333333
2018-06-01,Astanaanyar,TPS_ASTA_3,semi urban,450.52,2018,6,2,1,3,11,390.71,429.39,424.1566666666667
2018-07-01,Astanaanyar,TPS_ASTA_3,semi urban,391.66,2018,7,3,1,3,11,450.52,431.24,410.9633333333333
2018-08-01,Astanaanyar,TPS_ASTA_3,semi urban,386.41,2018,8,3,1,3,11,391.66,390.71,409.53
2018-09-01,Astanaanyar,TPS_ASTA_3,semi urban,375.65,2018,9,3,1,3,11,386.41,450.52,384.5733333333333
2018-10-01,Astanaanyar,TPS_ASTA_3,semi urban,377.73,2018,10,4,1,3,11,375.65,391.66,379.93
2018-11-01,Astanaanyar,TPS_ASTA_3,semi urban,368.52,2018,11,4,1,3,11,377.73,386.41,373.96666666666664
2018-12-01,Astanaanyar,TPS_ASTA_3,semi urban,399.03,2018,12,4,1,3,11,368.52,375.65,381.76
2019-01-01,Astanaanyar,TPS_ASTA_3,semi urban,487.84,2019,1,1,1,3,11,399.03,377.73,418.4633333333333
2019-02-01,Astanaanyar,TPS_ASTA_3,semi urban,491.95,2019,2,1,1,3,11,487.84,368.52,459.6066666666666
2019-03-01,Astanaanyar,TPS_ASTA_3,semi urban,462.7,2019,3,1,1,3,11,491.95,399.03,480.83
2019-04-01,Astanaanyar,TPS_ASTA_3,semi urban,451.89,2019,4,2,1,3,11,462.7,487.84,468.84666666666664
2019-05-01,Astanaanyar,TPS_ASTA_3,semi urban,400.56,2019,5,2,1,3,11,451.89,491.95,438.38333333333327
2019-06-01,Astanaanyar,TPS_ASTA_3,semi urban,462.17,2019,6,2,1,3,11,400.56,462.7,438.20666666666665
2019-07-01,Astanaanyar,TPS_ASTA_3,semi urban,398.69,2019,7,3,1,3,11,462.17,451.89,420.47333333333336
2019-08-01,Astanaanyar,TPS_ASTA_3,semi urban,437.71,2019,8,3,1,3,11,398.69,400.56,432.85666666666674
2019-09-01,Astanaanyar,TPS_ASTA_3,semi urban,418.81,2019,9,3,1,3,11,437.71,462.17,418.40333333333336
2019-10-01,Astanaanyar,TPS_ASTA_3,semi urban,405.12,2019,10,4,1,3,11,418.81,398.69,420.5466666666666
2019-11-01,Astanaanyar,TPS_ASTA_3,semi urban,405.15,2019,11,4,1,3,11,405.12,437.71,409.6933333333333
2019-12-01,Astanaanyar,TPS_ASTA_3,semi urban,455.32,2019,12,4,1,3,11,405.15,418.81,421.8633333333334
2020-01-01,Astanaanyar,TPS_ASTA_3,semi urban,439.35,2020,1,1,1,3,11,455.32,405.12,433.2733333333333
2020-02-01,Astanaanyar,TPS_ASTA_3,semi urban,441.11,2020,2,1,1,3,11,439.35,405.15,445.26000000000005
2020-03-01,Astanaanyar,TPS_ASTA_3,semi urban,458.09,2020,3,1,1,3,11,441.11,455.32,446.18333333333334
2020-04-01,Astanaanyar,TPS_ASTA_3,semi urban,480.22,2020,4,2,1,3,11,458.09,439.35,459.8066666666667
2020-05-01,Astanaanyar,TPS_ASTA_3,semi urban,434.33,2020,5,2,1,3,11,480.22,441.11,457.5466666666666
2020-06-01,Astanaanyar,TPS_ASTA_3,semi urban,416.13,2020,6,2,1,3,11,434.33,458.09,443.56
2020-07-01,Astanaanyar,TPS_ASTA_3,semi urban,428.53,2020,7,3,1,3,11,416.13,480.22,426.33
2020-08-01,Astanaanyar,TPS_ASTA_3,semi urban,398.68,2020,8,3,1,3,11,428.53,434.33,414.44666666666666
2020-09-01,Astanaanyar,TPS_ASTA_3,semi urban,399.74,2020,9,3,1,3,11,398.68,416.13,408.98333333333335
2020-10-01,Astanaanyar,TPS_ASTA_3,semi urban,405.2,2020,10,4,1,3,11,399.74,428.53,401.20666666666665
2020-11-01,Astanaanyar,TPS_ASTA_3,semi urban,394.5,2020,11,4,1,3,11,405.2,398.68,399.81333333333333
2020-12-01,Astanaanyar,TPS_ASTA_3,semi urban,398.13,2020,12,4,1,3,11,394.5,399.74,399.27666666666664
2021-01-01,Astanaanyar,TPS_ASTA_3,semi urban,436.87,2021,1,1,1,3,11,398.13,405.2,409.8333333333333
2021-02-01,Astanaanyar,TPS_ASTA_3,semi urban,457.39,2021,2,1,1,3,11,436.87,394.5,430.7966666666666
2021-03-01,Astanaanyar,TPS_ASTA_3,semi urban,427.55,2021,3,1,1,3,11,457.39,398.13,440.6033333333333
2021-04-01,Astanaanyar,TPS_ASTA_3,semi urban,436.92,2021,4,2,1,3,11,427.55,436.87,440.62000000000006
2021-05-01,Astanaanyar,TPS_ASTA_3,semi urban,439.83,2021,5,2,1,3,11,436.92,457.39,434.76666666666665
2021-06-01,Astanaanyar,TPS_ASTA_3,semi urban,464.57,2021,6,2,1,3,11,439.83,427.55,447.10666666666674
2021-07-01,Astanaanyar,TPS_ASTA_3,semi urban,401.36,2021,7,3,1,3,11,464.57,436.92,435.25333333333333
2021-08-01,Astanaanyar,TPS_ASTA_3,semi urban,402.14,2021,8,3,1,3,11,401.36,439.83,422.69000000000005
2021-09-01,Astanaanyar,TPS_ASTA_3,semi urban,415.75,2021,9,3,1,3,11,402.14,464.57,406.4166666666667
2021-10-01,Astanaanyar,TPS_ASTA_3,semi urban,439.62,2021,10,4,1,3,11,415.75,401.36,419.17
2021-11-01,Astanaanyar,TPS_ASTA_3,semi urban,473.96,2021,11,4,1,3,11,439.62,402.14,443.10999999999996
2021-12-01,Astanaanyar,TPS_ASTA_3,semi urban,458.34,2021,12,4,1,3,11,473.96,415.75,457.3066666666667
2022-01-01,Astanaanyar,TPS_ASTA_3,semi urban,422.03,2022,1,1,1,3,11,458.34,439.62,451.4433333333333
2022-02-01,Astanaanyar,TPS_ASTA_3,semi urban,520.71,2022,2,1,1,3,11,422.03,473.96,467.02666666666664
2022-03-01,Astanaanyar,TPS_ASTA_3,semi urban,472.19,2022,3,1,1,3,11,520.71,458.34,471.6433333333334
2022-04-01,Astanaanyar,TPS_ASTA_3,semi urban,501.79,2022,4,2,1,3,11,472.19,422.03,498.23
2022-05-01,Astanaanyar,TPS_ASTA_3,semi urban,469.61,2022,5,2,1,3,11,501.79,520.71,481.1966666666667
2022-06-01,Astanaanyar,TPS_ASTA_3,semi urban,487.35,2022,6,2,1,3,11,469.61,472.19,486.25
2022-07-01,Astanaanyar,TPS_ASTA_3,semi urban,410.57,2022,7,3,1,3,11,487.35,501.79,455.8433333333333
2022-08-01,Astanaanyar,TPS_ASTA_3,semi urban,410.18,2022,8,3,1,3,11,410.57,469.61,436.0333333333333
2022-09-01,Astanaanyar,TPS_ASTA_3,semi urban,475.81,2022,9,3,1,3,11,410.18,487.35,432.18666666666667
2022-10-01,Astanaanyar,TPS_ASTA_3,semi urban,470.76,2022,10,4,1,3,11,475.81,410.57,452.25
2022-11-01,Astanaanyar,TPS_ASTA_3,semi urban,469.76,2022,11,4,1,3,11,470.76,410.18,472.10999999999996
2022-12-01,Astanaanyar,TPS_ASTA_3,semi urban,456.43,2022,12,4,1,3,11,469.76,475.81,465.65000000000003
2023-01-01,Astanaanyar,TPS_ASTA_3,semi urban,459.38,2023,1,1,1,3,11,456.43,470.76,461.85666666666674
2023-02-01,Astanaanyar,TPS_ASTA_3,semi urban,519.93,2023,2,1,1,3,11,459.38,469.76,478.58
2023-03-01,Astanaanyar,TPS_ASTA_3,semi urban,458.82,2023,3,1,1,3,11,519.93,456.43,479.3766666666666
2023-04-01,Astanaanyar,TPS_ASTA_3,semi urban,480.63,2023,4,2,1,3,11,458.82,459.38,486.46
2023-05-01,Astanaanyar,TPS_ASTA_3,semi urban,492.89,2023,5,2,1,3,11,480.63,519.93,477.44666666666666
2023-06-01,Astanaanyar,TPS_ASTA_3,semi urban,513.4,2023,6,2,1,3,11,492.89,458.82,495.64000000000004
2023-07-01,Astanaanyar,TPS_ASTA_3,semi urban,472.79,2023,7,3,1,3,11,513.4,480.63,493.02666666666664
2023-08-01,Astanaanyar,TPS_ASTA_3,semi urban,456.82,2023,8,3,1,3,11,472.79,492.89,481.0033333333334
2023-09-01,Astanaanyar,TPS_ASTA_3,semi urban,449.02,2023,9,3,1,3,11,456.82,513.4,459.54333333333335
2023-10-01,Astanaanyar,TPS_ASTA_3,semi urban,453.27,2023,10,4,1,3,11,449.02,472.79,453.0366666666667
2023-11-01,Astanaanyar,TPS_ASTA_3,semi urban,488.09,2023,11,4,1,3,11,453.27,456.82,463.46
2023-12-01,Astanaanyar,TPS_ASTA_3,semi urban,428.0,2023,12,4,1,3,11,488.09,449.02,456.4533333333333
2024-01-01,Astanaanyar,TPS_ASTA_3,semi urban,519.36,2024,1,1,1,3,11,428.0,453.27,478.48333333333335
2024-02-01,Astanaanyar,TPS_ASTA_3,semi urban,467.59,2024,2,1,1,3,11,519.36,488.09,471.65000000000003
2024-03-01,Astanaanyar,TPS_ASTA_3,semi urban,526.42,2024,3,1,1,3,11,467.59,428.0,504.4566666666667
2024-04-01,Astanaanyar,TPS_ASTA_3,semi urban,478.96,2024,4,2,1,3,11,526.42,519.36,490.99
2024-05-01,Astanaanyar,TPS_ASTA_3,semi urban,506.41,2024,5,2,1,3,11,478.96,467.59,503.93
2024-06-01,Astanaanyar,TPS_ASTA_3,semi urban,494.95,2024,6,2,1,3,11,506.41,526.42,493.44
2024-07-01,Astanaanyar,TPS_ASTA_3,semi urban,470.06,2024,7,3,1,3,11,494.95,478.96,490.47333333333336
2024-08-01,Astanaanyar,TPS_ASTA_3,semi urban,419.5,2024,8,3,1,3,11,470.06,506.41,461.50333333333333
2024-09-01,Astanaanyar,TPS_ASTA_3,semi urban,428.68,2024,9,3,1,3,11,419.5,494.95,439.41333333333336
2024-10-01,Astanaanyar,TPS_ASTA_3,semi urban,439.83,2024,10,4,1,3,11,428.68,470.06,429.33666666666664
2024-11-01,Astanaanyar,TPS_ASTA_3,semi urban,448.98,2024,11,4,1,3,11,439.83,419.5,439.16333333333336
2024-12-01,Astanaanyar,TPS_ASTA_3,semi urban,484.38,2024,12,4,1,3,11,448.98,428.68,457.73
2025-01-01,Astanaanyar,TPS_ASTA_3,semi urban,453.74,2025,1,1,1,3,11,484.38,439.83,462.3666666666666
2025-02-01,Astanaanyar,TPS_ASTA_3,semi urban,470.14,2025,2,1,1,3,11,453.74,448.98,469.42
2025-03-01,Astanaanyar,TPS_ASTA_3,semi urban,468.84,2025,3,1,1,3,11,470.14,484.38,464.24
2025-04-01,Astanaanyar,TPS_ASTA_3,semi urban,437.65,2025,4,2,1,3,11,468.84,453.74,458.8766666666666
2025-05-01,Astanaanyar,TPS_ASTA_3,semi urban,415.96,2025,5,2,1,3,11,437.65,470.14,440.8166666666666
2025-06-01,Astanaanyar,TPS_ASTA_3,semi urban,436.43,2025,6,2,1,3,11,415.96,468.84,430.0133333333333
2025-07-01,Astanaanyar,TPS_ASTA_3,semi urban,393.66,2025,7,3,1,3,11,436.43,437.65,415.34999999999997
2025-08-01,Astanaanyar,TPS_ASTA_3,semi urban,443.33,2025,8,3,1,3,11,393.66,415.96,424.47333333333336
2025-09-01,Astanaanyar,TPS_ASTA_3,semi urban,406.78,2025,9,3,1,3,11,443.33,436.43,414.59
2025-10-01,Astanaanyar,TPS_ASTA_3,semi urban,439.14,2025,10,4,1,3,11,406.78,393.66,429.75
2025-11-01,Astanaanyar,TPS_ASTA_3,semi urban,450.43,2025,11,4,1,3,11,439.14,443.33,432.1166666666666
2025-12-01,Astanaanyar,TPS_ASTA_3,semi urban,448.62,2025,12,4,1,3,11,450.43,406.78,446.06333333333333
2026-01-01,Astanaanyar,TPS_ASTA_3,semi urban,441.77,2026,1,1,1,3,11,448.62,439.14,446.94
2026-02-01,Astanaanyar,TPS_ASTA_3,semi urban,429.28,2026,2,1,1,3,11,441.77,450.43,439.89000000000004
2026-03-01,Astanaanyar,TPS_ASTA_3,semi urban,418.24,2026,3,1,1,3,11,429.28,448.62,429.7633333333333
2026-04-01,Astanaanyar,TPS_ASTA_3,semi urban,416.53,2026,4,2,1,3,11,418.24,441.77,421.34999999999997
2026-05-01,Astanaanyar,TPS_ASTA_3,semi urban,487.59,2026,5,2,1,3,11,416.53,429.28,440.78666666666663
2017-04-01,Babakan Ciparay,TPS_BABA_1,semi urban,858.06,2017,4,2,1,4,12,852.86,762.86,856.89
2017-05-01,Babakan Ciparay,TPS_BABA_1,semi urban,871.65,2017,5,2,1,4,12,858.06,859.75,860.8566666666666
2017-06-01,Babakan Ciparay,TPS_BABA_1,semi urban,889.4,2017,6,2,1,4,12,871.65,852.86,873.0366666666665
2017-07-01,Babakan Ciparay,TPS_BABA_1,semi urban,796.62,2017,7,3,1,4,12,889.4,858.06,852.5566666666667
2017-08-01,Babakan Ciparay,TPS_BABA_1,semi urban,742.77,2017,8,3,1,4,12,796.62,871.65,809.5966666666667
2017-09-01,Babakan Ciparay,TPS_BABA_1,semi urban,795.18,2017,9,3,1,4,12,742.77,889.4,778.1899999999999
2017-10-01,Babakan Ciparay,TPS_BABA_1,semi urban,826.36,2017,10,4,1,4,12,795.18,796.62,788.1033333333334
2017-11-01,Babakan Ciparay,TPS_BABA_1,semi urban,764.46,2017,11,4,1,4,12,826.36,742.77,795.3333333333334
2017-12-01,Babakan Ciparay,TPS_BABA_1,semi urban,853.26,2017,12,4,1,4,12,764.46,795.18,814.6933333333333
2018-01-01,Babakan Ciparay,TPS_BABA_1,semi urban,885.56,2018,1,1,1,4,12,853.26,826.36,834.4266666666666
2018-02-01,Babakan Ciparay,TPS_BABA_1,semi urban,846.72,2018,2,1,1,4,12,885.56,764.46,861.8466666666667
2018-03-01,Babakan Ciparay,TPS_BABA_1,semi urban,980.84,2018,3,1,1,4,12,846.72,853.26,904.3733333333333
2018-04-01,Babakan Ciparay,TPS_BABA_1,semi urban,819.92,2018,4,2,1,4,12,980.84,885.56,882.4933333333333
2018-05-01,Babakan Ciparay,TPS_BABA_1,semi urban,939.54,2018,5,2,1,4,12,819.92,846.72,913.4333333333333
2018-06-01,Babakan Ciparay,TPS_BABA_1,semi urban,829.16,2018,6,2,1,4,12,939.54,980.84,862.8733333333333
2018-07-01,Babakan Ciparay,TPS_BABA_1,semi urban,859.57,2018,7,3,1,4,12,829.16,819.92,876.09
2018-08-01,Babakan Ciparay,TPS_BABA_1,semi urban,769.33,2018,8,3,1,4,12,859.57,939.54,819.3533333333334
2018-09-01,Babakan Ciparay,TPS_BABA_1,semi urban,884.47,2018,9,3,1,4,12,769.33,829.16,837.79
2018-10-01,Babakan Ciparay,TPS_BABA_1,semi urban,816.41,2018,10,4,1,4,12,884.47,859.57,823.4033333333333
2018-11-01,Babakan Ciparay,TPS_BABA_1,semi urban,842.14,2018,11,4,1,4,12,816.41,769.33,847.6733333333333
2018-12-01,Babakan Ciparay,TPS_BABA_1,semi urban,780.67,2018,12,4,1,4,12,842.14,884.47,813.0733333333333
2019-01-01,Babakan Ciparay,TPS_BABA_1,semi urban,905.66,2019,1,1,1,4,12,780.67,816.41,842.8233333333334
2019-02-01,Babakan Ciparay,TPS_BABA_1,semi urban,977.86,2019,2,1,1,4,12,905.66,842.14,888.0633333333334
2019-03-01,Babakan Ciparay,TPS_BABA_1,semi urban,984.05,2019,3,1,1,4,12,977.86,780.67,955.8566666666666
2019-04-01,Babakan Ciparay,TPS_BABA_1,semi urban,880.81,2019,4,2,1,4,12,984.05,905.66,947.5733333333333
2019-05-01,Babakan Ciparay,TPS_BABA_1,semi urban,924.35,2019,5,2,1,4,12,880.81,977.86,929.7366666666667
2019-06-01,Babakan Ciparay,TPS_BABA_1,semi urban,873.09,2019,6,2,1,4,12,924.35,984.05,892.75
2019-07-01,Babakan Ciparay,TPS_BABA_1,semi urban,908.19,2019,7,3,1,4,12,873.09,880.81,901.8766666666667
2019-08-01,Babakan Ciparay,TPS_BABA_1,semi urban,841.5,2019,8,3,1,4,12,908.19,924.35,874.2600000000001
2019-09-01,Babakan Ciparay,TPS_BABA_1,semi urban,797.43,2019,9,3,1,4,12,841.5,873.09,849.04
2019-10-01,Babakan Ciparay,TPS_BABA_1,semi urban,894.27,2019,10,4,1,4,12,797.43,908.19,844.4
2019-11-01,Babakan Ciparay,TPS_BABA_1,semi urban,826.69,2019,11,4,1,4,12,894.27,841.5,839.4633333333333
2019-12-01,Babakan Ciparay,TPS_BABA_1,semi urban,966.91,2019,12,4,1,4,12,826.69,797.43,895.9566666666666
2020-01-01,Babakan Ciparay,TPS_BABA_1,semi urban,973.86,2020,1,1,1,4,12,966.91,894.27,922.4866666666667
2020-02-01,Babakan Ciparay,TPS_BABA_1,semi urban,1018.93,2020,2,1,1,4,12,973.86,826.69,986.5666666666666
2020-03-01,Babakan Ciparay,TPS_BABA_1,semi urban,945.38,2020,3,1,1,4,12,1018.93,966.91,979.39
2020-04-01,Babakan Ciparay,TPS_BABA_1,semi urban,950.13,2020,4,2,1,4,12,945.38,973.86,971.48
2020-05-01,Babakan Ciparay,TPS_BABA_1,semi urban,878.67,2020,5,2,1,4,12,950.13,1018.93,924.7266666666668
2020-06-01,Babakan Ciparay,TPS_BABA_1,semi urban,853.37,2020,6,2,1,4,12,878.67,945.38,894.0566666666667
2020-07-01,Babakan Ciparay,TPS_BABA_1,semi urban,908.69,2020,7,3,1,4,12,853.37,950.13,880.2433333333333
2020-08-01,Babakan Ciparay,TPS_BABA_1,semi urban,934.45,2020,8,3,1,4,12,908.69,878.67,898.8366666666667
2020-09-01,Babakan Ciparay,TPS_BABA_1,semi urban,807.84,2020,9,3,1,4,12,934.45,853.37,883.6600000000002
2020-10-01,Babakan Ciparay,TPS_BABA_1,semi urban,898.22,2020,10,4,1,4,12,807.84,908.69,880.1700000000001
2020-11-01,Babakan Ciparay,TPS_BABA_1,semi urban,926.92,2020,11,4,1,4,12,898.22,934.45,877.66
2020-12-01,Babakan Ciparay,TPS_BABA_1,semi urban,883.66,2020,12,4,1,4,12,926.92,807.84,902.9333333333334
2021-01-01,Babakan Ciparay,TPS_BABA_1,semi urban,869.07,2021,1,1,1,4,12,883.66,898.22,893.2166666666667
2021-02-01,Babakan Ciparay,TPS_BABA_1,semi urban,941.26,2021,2,1,1,4,12,869.07,926.92,897.9966666666666
2021-03-01,Babakan Ciparay,TPS_BABA_1,semi urban,999.06,2021,3,1,1,4,12,941.26,883.66,936.4633333333333
2021-04-01,Babakan Ciparay,TPS_BABA_1,semi urban,862.0,2021,4,2,1,4,12,999.06,869.07,934.1066666666666
2021-05-01,Babakan Ciparay,TPS_BABA_1,semi urban,1019.08,2021,5,2,1,4,12,862.0,941.26,960.0466666666667
2021-06-01,Babakan Ciparay,TPS_BABA_1,semi urban,876.47,2021,6,2,1,4,12,1019.08,999.06,919.1833333333334
2021-07-01,Babakan Ciparay,TPS_BABA_1,semi urban,888.74,2021,7,3,1,4,12,876.47,862.0,928.0966666666667
2021-08-01,Babakan Ciparay,TPS_BABA_1,semi urban,906.71,2021,8,3,1,4,12,888.74,1019.08,890.64
2021-09-01,Babakan Ciparay,TPS_BABA_1,semi urban,917.09,2021,9,3,1,4,12,906.71,876.47,904.18
2021-10-01,Babakan Ciparay,TPS_BABA_1,semi urban,857.89,2021,10,4,1,4,12,917.09,888.74,893.8966666666666
2021-11-01,Babakan Ciparay,TPS_BABA_1,semi urban,962.05,2021,11,4,1,4,12,857.89,906.71,912.3433333333332
2021-12-01,Babakan Ciparay,TPS_BABA_1,semi urban,840.24,2021,12,4,1,4,12,962.05,917.09,886.7266666666666
2022-01-01,Babakan Ciparay,TPS_BABA_1,semi urban,979.32,2022,1,1,1,4,12,840.24,857.89,927.2033333333334
2022-02-01,Babakan Ciparay,TPS_BABA_1,semi urban,991.93,2022,2,1,1,4,12,979.32,962.05,937.1633333333333
2022-03-01,Babakan Ciparay,TPS_BABA_1,semi urban,925.18,2022,3,1,1,4,12,991.93,840.24,965.4766666666666
2022-04-01,Babakan Ciparay,TPS_BABA_1,semi urban,896.6,2022,4,2,1,4,12,925.18,979.32,937.9033333333333
2022-05-01,Babakan Ciparay,TPS_BABA_1,semi urban,882.87,2022,5,2,1,4,12,896.6,991.93,901.5500000000001
2022-06-01,Babakan Ciparay,TPS_BABA_1,semi urban,852.41,2022,6,2,1,4,12,882.87,925.18,877.2933333333334
2022-07-01,Babakan Ciparay,TPS_BABA_1,semi urban,952.36,2022,7,3,1,4,12,852.41,896.6,895.88
2022-08-01,Babakan Ciparay,TPS_BABA_1,semi urban,816.54,2022,8,3,1,4,12,952.36,882.87,873.77
2022-09-01,Babakan Ciparay,TPS_BABA_1,semi urban,880.88,2022,9,3,1,4,12,816.54,852.41,883.2599999999999
2022-10-01,Babakan Ciparay,TPS_BABA_1,semi urban,835.51,2022,10,4,1,4,12,880.88,952.36,844.31
2022-11-01,Babakan Ciparay,TPS_BABA_1,semi urban,994.84,2022,11,4,1,4,12,835.51,816.54,903.7433333333333
2022-12-01,Babakan Ciparay,TPS_BABA_1,semi urban,1018.78,2022,12,4,1,4,12,994.84,880.88,949.71
2023-01-01,Babakan Ciparay,TPS_BABA_1,semi urban,1088.95,2023,1,1,1,4,12,1018.78,835.51,1034.1899999999998
2023-02-01,Babakan Ciparay,TPS_BABA_1,semi urban,963.29,2023,2,1,1,4,12,1088.95,994.84,1023.6733333333332
2023-03-01,Babakan Ciparay,TPS_BABA_1,semi urban,1087.88,2023,3,1,1,4,12,963.29,1018.78,1046.7066666666667
2023-04-01,Babakan Ciparay,TPS_BABA_1,semi urban,1042.12,2023,4,2,1,4,12,1087.88,1088.95,1031.0966666666666
2023-05-01,Babakan Ciparay,TPS_BABA_1,semi urban,955.99,2023,5,2,1,4,12,1042.12,963.29,1028.6633333333332
2023-06-01,Babakan Ciparay,TPS_BABA_1,semi urban,1057.21,2023,6,2,1,4,12,955.99,1087.88,1018.4399999999999
2023-07-01,Babakan Ciparay,TPS_BABA_1,semi urban,889.61,2023,7,3,1,4,12,1057.21,1042.12,967.6033333333334
2023-08-01,Babakan Ciparay,TPS_BABA_1,semi urban,915.89,2023,8,3,1,4,12,889.61,955.99,954.2366666666667
2023-09-01,Babakan Ciparay,TPS_BABA_1,semi urban,921.35,2023,9,3,1,4,12,915.89,1057.21,908.9499999999999
2023-10-01,Babakan Ciparay,TPS_BABA_1,semi urban,885.49,2023,10,4,1,4,12,921.35,889.61,907.5766666666665
2023-11-01,Babakan Ciparay,TPS_BABA_1,semi urban,970.86,2023,11,4,1,4,12,885.49,915.89,925.9
2023-12-01,Babakan Ciparay,TPS_BABA_1,semi urban,938.48,2023,12,4,1,4,12,970.86,921.35,931.61
2024-01-01,Babakan Ciparay,TPS_BABA_1,semi urban,1064.81,2024,1,1,1,4,12,938.48,885.49,991.3833333333332
2024-02-01,Babakan Ciparay,TPS_BABA_1,semi urban,1039.58,2024,2,1,1,4,12,1064.81,970.86,1014.29
2024-03-01,Babakan Ciparay,TPS_BABA_1,semi urban,1040.49,2024,3,1,1,4,12,1039.58,938.48,1048.2933333333333
